ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
AR,2020-06-25,48,47,0,0,1
AS,2020-06-25,0,0,0,0,0
CB,2020-06-25,0,0,0,0,0
CE,2020-06-25,0,0,0,0,0
CL,2020-06-25,16,16,0,0,0
CM,2020-06-25,20,20,0,0,0
CN,2020-06-25,1,1,0,0,0
CT,2020-06-25,140,109,0,31,0
EX,2020-06-25,4,4,0,0,0
GA,2020-06-25,8,8,0,0,0
IB,2020-06-25,1,1,0,0,0
MC,2020-06-25,5,5,0,0,0
MD,2020-06-25,55,55,0,0,0
ML,2020-06-25,0,0,0,0,0
NC,2020-06-25,6,6,0,0,0
PV,2020-06-25,5,5,0,0,0
RI,2020-06-25,0,0,0,0,0
VC,2020-06-25,8,8,0,0,0
AN,2020-06-26,19,19,0,0,0
AR,2020-06-26,22,22,0,0,0
AS,2020-06-26,0,0,0,0,0
CB,2020-06-26,3,3,0,0,0
CE,2020-06-26,0,0,0,0,0
CL,2020-06-26,15,15,0,0,0
CM,2020-06-26,11,11,0,0,0
CN,2020-06-26,1,1,0,0,0
CT,2020-06-26,200,162,0,38,0
EX,2020-06-26,0,0,0,0,0
GA,2020-06-26,4,4,0,0,0
IB,2020-06-26,9,9,0,0,0
MC,2020-06-26,6,6,0,0,0
MD,2020-06-26,57,57,0,0,0
ML,2020-06-26,0,0,0,0,0
NC,2020-06-26,5,5,0,0,0
PV,2020-06-26,10,10,0,0,0
RI,2020-06-26,0,0,0,0,0
VC,2020-06-26,13,13,0,0,0
AN,2020-06-27,15,15,0,0,0
AR,2020-06-27,54,53,0,1,0
AS,2020-06-27,0,0,0,0,0
CB,2020-06-27,2,2,0,0,0
CE,2020-06-27,0,0,0,0,0
CL,2020-06-27,13,13,0,0,0
CM,2020-06-27,14,14,0,0,0
CN,2020-06-27,0,0,0,0,0
CT,2020-06-27,116,116,0,0,0
EX,2020-06-27,5,5,0,0,0
GA,2020-06-27,9,8,0,1,0
IB,2020-06-27,5,5,0,0,0
MC,2020-06-27,6,6,0,0,0
MD,2020-06-27,26,26,0,0,0
ML,2020-06-27,0,0,0,0,0
NC,2020-06-27,7,7,0,0,0
PV,2020-06-27,5,5,0,0,0
RI,2020-06-27,0,0,0,0,0
VC,2020-06-27,13,13,0,0,0
AN,2020-06-28,27,27,0,0,0
AR,2020-06-28,18,17,0,0,1
AS,2020-06-28,0,0,0,0,0
CB,2020-06-28,0,0,0,0,0
CE,2020-06-28,0,0,0,0,0
CL,2020-06-28,5,5,0,0,0
CM,2020-06-28,11,10,0,1,0
CN,2020-06-28,0,0,0,0,0
CT,2020-06-28,104,103,0,1,0
EX,2020-06-28,3,3,0,0,0
GA,2020-06-28,11,11,0,0,0
IB,2020-06-28,5,5,0,0,0
MC,2020-06-28,3,3,0,0,0
MD,2020-06-28,23,23,0,0,0
ML,2020-06-28,0,0,0,0,0
NC,2020-06-28,2,2,0,0,0
PV,2020-06-28,7,7,0,0,0
RI,2020-06-28,1,1,0,0,0
VC,2020-06-28,13,13,0,0,0
AN,2020-06-29,22,22,0,0,0
AR,2020-06-29,25,24,0,0,1
AS,2020-06-29,1,1,0,0,0
CB,2020-06-29,0,0,0,0,0
CE,2020-06-29,0,0,0,0,0
CL,2020-06-29,11,11,0,0,0
CM,2020-06-29,12,12,0,0,0
CN,2020-06-29,0,0,0,0,0
CT,2020-06-29,176,159,0,17,0
EX,2020-06-29,5,5,0,0,0
GA,2020-06-29,8,8,0,0,0
IB,2020-06-29,9,9,0,0,0
MC,2020-06-29,10,10,0,0,0
MD,2020-06-29,43,43,0,0,0
ML,2020-06-29,0,0,0,0,0
NC,2020-06-29,1,1,0,0,0
PV,2020-06-29,8,8,0,0,0
RI,2020-06-29,1,1,0,0,0
VC,2020-06-29,18,18,0,0,0
AN,2020-06-30,26,25,0,1,0
AR,2020-06-30,37,37,0,0,0
AS,2020-06-30,0,0,0,0,0
CB,2020-06-30,1,1,0,0,0
CE,2020-06-30,0,0,0,0,0
CL,2020-06-30,13,13,0,0,0
CM,2020-06-30,14,14,0,0,0
CN,2020-06-30,5,5,0,0,0
CT,2020-06-30,181,163,0,16,2
EX,2020-06-30,7,7,0,0,0
GA,2020-06-30,22,22,0,0,0
IB,2020-06-30,3,3,0,0,0
MC,2020-06-30,3,3,0,0,0
MD,2020-06-30,65,65,0,0,0
ML,2020-06-30,0,0,0,0,0
NC,2020-06-30,3,3,0,0,0
PV,2020-06-30,14,14,0,0,0
RI,2020-06-30,0,0,0,0,0
VC,2020-06-30,18,18,0,0,0
AN,2020-07-01,22,22,0,0,0
AR,2020-07-01,36,36,0,0,0
AS,2020-07-01,1,1,0,0,0
CB,2020-07-01,1,1,0,0,0
CE,2020-07-01,0,0,0,0,0
CL,2020-07-01,10,9,0,1,0
CM,2020-07-01,19,19,0,0,0
CN,2020-07-01,6,6,0,0,0
CT,2020-07-01,295,273,0,22,0
EX,2020-07-01,9,9,0,0,0
GA,2020-07-01,12,12,0,0,0
IB,2020-07-01,4,4,0,0,0
MC,2020-07-01,5,5,0,0,0
MD,2020-07-01,49,49,0,0,0
ML,2020-07-01,0,0,0,0,0
NC,2020-07-01,6,6,0,0,0
PV,2020-07-01,7,7,0,0,0
RI,2020-07-01,0,0,0,0,0
VC,2020-07-01,22,22,0,0,0
AN,2020-07-02,14,14,0,0,0
AR,2020-07-02,23,23,0,0,0
AS,2020-07-02,0,0,0,0,0
CB,2020-07-02,0,0,0,0,0
CE,2020-07-02,0,0,0,0,0
CL,2020-07-02,9,9,0,0,0
CM,2020-07-02,14,14,0,0,0
CN,2020-07-02,1,1,0,0,0
CT,2020-07-02,234,212,0,21,1
EX,2020-07-02,4,4,0,0,0
GA,2020-07-02,24,24,0,0,0
IB,2020-07-02,3,3,0,0,0
MC,2020-07-02,1,1,0,0,0
MD,2020-07-02,44,44,0,0,0
ML,2020-07-02,0,0,0,0,0
NC,2020-07-02,4,4,0,0,0
PV,2020-07-02,8,8,0,0,0
RI,2020-07-02,0,0,0,0,0
VC,2020-07-02,23,23,0,0,0
AN,2020-07-03,25,25,0,0,0
AR,2020-07-03,44,44,0,0,0
AS,2020-07-03,0,0,0,0,0
CB,2020-07-03,3,3,0,0,0
CE,2020-07-03,0,0,0,0,0
CL,2020-07-03,11,11,0,0,0
CM,2020-07-03,20,20,0,0,0
CN,2020-07-03,4,4,0,0,0
CT,2020-07-03,273,266,0,7,0
EX,2020-07-03,8,8,0,0,0
GA,2020-07-03,31,31,0,0,0
IB,2020-07-03,4,4,0,0,0
MC,2020-07-03,2,2,0,0,0
MD,2020-07-03,74,74,0,0,0
ML,2020-07-03,0,0,0,0,0
NC,2020-07-03,7,7,0,0,0
PV,2020-07-03,13,13,0,0,0
RI,2020-07-03,0,0,0,0,0
VC,2020-07-03,14,14,0,0,0
AN,2020-07-04,25,25,0,0,0
AR,2020-07-04,33,32,0,0,1
AS,2020-07-04,0,0,0,0,0
CB,2020-07-04,0,0,0,0,0
CE,2020-07-04,0,0,0,0,0
CL,2020-07-04,7,7,0,0,0
CM,2020-07-04,10,10,0,0,0
CN,2020-07-04,4,4,0,0,0
CT,2020-07-04,247,246,0,1,0
EX,2020-07-04,4,4,0,0,0
GA,2020-07-04,17,17,0,0,0
IB,2020-07-04,3,3,0,0,0
MC,2020-07-04,6,6,0,0,0
MD,2020-07-04,30,30,0,0,0
ML,2020-07-04,0,0,0,0,0
NC,2020-07-04,5,5,0,0,0
PV,2020-07-04,7,7,0,0,0
RI,2020-07-04,0,0,0,0,0
VC,2020-07-04,6,6,0,0,0
AN,2020-07-05,16,16,0,0,0
AR,2020-07-05,37,37,0,0,0
AS,2020-07-05,0,0,0,0,0
CB,2020-07-05,2,2,0,0,0
CE,2020-07-05,0,0,0,0,0
CL,2020-07-05,3,3,0,0,0
CM,2020-07-05,3,3,0,0,0
CN,2020-07-05,2,2,0,0,0
CT,2020-07-05,251,251,0,0,0
EX,2020-07-05,6,6,0,0,0
GA,2020-07-05,12,12,0,0,0
IB,2020-07-05,3,3,0,0,0
MC,2020-07-05,7,7,0,0,0
MD,2020-07-05,34,34,0,0,0
ML,2020-07-05,0,0,0,0,0
NC,2020-07-05,1,1,0,0,0
PV,2020-07-05,17,17,0,0,0
RI,2020-07-05,1,1,0,0,0
VC,2020-07-05,11,11,0,0,0
AN,2020-07-06,22,22,0,0,0
AR,2020-07-06,75,75,0,0,0
AS,2020-07-06,0,0,0,0,0
CB,2020-07-06,0,0,0,0,0
CE,2020-07-06,0,0,0,0,0
CL,2020-07-06,12,11,0,1,0
CM,2020-07-06,17,17,0,0,0
CN,2020-07-06,1,0,0,0,1
CT,2020-07-06,368,367,0,0,1
EX,2020-07-06,2,1,0,1,0
GA,2020-07-06,18,18,0,0,0
IB,2020-07-06,4,3,1,0,0
MC,2020-07-06,7,7,0,0,0
MD,2020-07-06,52,52,0,0,0
ML,2020-07-06,0,0,0,0,0
NC,2020-07-06,12,12,0,0,0
PV,2020-07-06,31,31,0,0,0
RI,2020-07-06,0,0,0,0,0
VC,2020-07-06,20,20,0,0,0
AN,2020-07-07,30,30,0,0,0
AR,2020-07-07,90,88,0,0,2
AS,2020-07-07,0,0,0,0,0
CB,2020-07-07,1,1,0,0,0
CE,2020-07-07,0,0,0,0,0
CL,2020-07-07,10,9,0,1,0
CM,2020-07-07,15,15,0,0,0
CN,2020-07-07,4,4,0,0,0
CT,2020-07-07,421,419,0,2,0
EX,2020-07-07,16,16,0,0,0
GA,2020-07-07,35,35,0,0,0
IB,2020-07-07,1,1,0,0,0
MC,2020-07-07,11,11,0,0,0
MD,2020-07-07,48,48,0,0,0
ML,2020-07-07,0,0,0,0,0
NC,2020-07-07,13,13,0,0,0
PV,2020-07-07,31,31,0,0,0
RI,2020-07-07,3,3,0,0,0
VC,2020-07-07,26,26,0,0,0
AN,2020-07-08,55,55,0,0,0
AR,2020-07-08,77,76,0,0,1
AS,2020-07-08,2,2,0,0,0
CB,2020-07-08,2,2,0,0,0
CE,2020-07-08,0,0,0,0,0
CL,2020-07-08,13,12,0,1,0
CM,2020-07-08,18,18,0,0,0
CN,2020-07-08,8,8,0,0,0
CT,2020-07-08,469,469,0,0,0
EX,2020-07-08,6,6,0,0,0
GA,2020-07-08,24,24,0,0,0
IB,2020-07-08,4,4,0,0,0
MC,2020-07-08,15,15,0,0,0
MD,2020-07-08,68,68,0,0,0
ML,2020-07-08,0,0,0,0,0
NC,2020-07-08,7,7,0,0,0
PV,2020-07-08,37,37,0,0,0
RI,2020-07-08,5,5,0,0,0
VC,2020-07-08,29,29,0,0,0
AN,2020-07-09,36,36,0,0,0
AR,2020-07-09,85,85,0,0,0
AS,2020-07-09,0,0,0,0,0
CB,2020-07-09,1,1,0,0,0
CE,2020-07-09,0,0,0,0,0
CL,2020-07-09,8,8,0,0,0
CM,2020-07-09,26,26,0,0,0
CN,2020-07-09,7,7,0,0,0
CT,2020-07-09,487,486,0,0,1
EX,2020-07-09,23,23,0,0,0
GA,2020-07-09,16,16,0,0,0
IB,2020-07-09,6,6,0,0,0
MC,2020-07-09,4,4,0,0,0
MD,2020-07-09,69,69,0,0,0
ML,2020-07-09,0,0,0,0,0
NC,2020-07-09,29,29,0,0,0
PV,2020-07-09,34,34,0,0,0
RI,2020-07-09,1,1,0,0,0
VC,2020-07-09,28,28,0,0,0
AN,2020-07-10,59,59,0,0,0
AR,2020-07-10,127,126,0,0,1
AS,2020-07-10,2,2,0,0,0
CB,2020-07-10,1,1,0,0,0
CE,2020-07-10,0,0,0,0,0
CL,2020-07-10,15,14,0,1,0
CM,2020-07-10,23,23,0,0,0
CN,2020-07-10,2,2,0,0,0
CT,2020-07-10,613,611,0,2,0
EX,2020-07-10,45,45,0,0,0
GA,2020-07-10,7,7,0,0,0
IB,2020-07-10,8,8,0,0,0
MC,2020-07-10,7,7,0,0,0
MD,2020-07-10,66,66,0,0,0
ML,2020-07-10,0,0,0,0,0
NC,2020-07-10,20,20,0,0,0
PV,2020-07-10,25,25,0,0,0
RI,2020-07-10,10,10,0,0,0
VC,2020-07-10,32,32,0,0,0
AN,2020-07-11,49,49,0,0,0
AR,2020-07-11,154,154,0,0,0
AS,2020-07-11,3,3,0,0,0
CB,2020-07-11,1,1,0,0,0
CE,2020-07-11,0,0,0,0,0
CL,2020-07-11,13,13,0,0,0
CM,2020-07-11,11,11,0,0,0
CN,2020-07-11,1,1,0,0,0
CT,2020-07-11,373,373,0,0,0
EX,2020-07-11,18,18,0,0,0
GA,2020-07-11,15,15,0,0,0
IB,2020-07-11,7,7,0,0,0
MC,2020-07-11,15,15,0,0,0
MD,2020-07-11,47,47,0,0,0
ML,2020-07-11,0,0,0,0,0
NC,2020-07-11,35,35,0,0,0
PV,2020-07-11,41,41,0,0,0
RI,2020-07-11,3,3,0,0,0
VC,2020-07-11,35,35,0,0,0
AN,2020-07-12,32,32,0,0,0
AR,2020-07-12,128,128,0,0,0
AS,2020-07-12,0,0,0,0,0
CB,2020-07-12,2,2,0,0,0
CE,2020-07-12,0,0,0,0,0
CL,2020-07-12,7,7,0,0,0
CM,2020-07-12,10,10,0,0,0
CN,2020-07-12,3,3,0,0,0
CT,2020-07-12,406,403,0,0,3
EX,2020-07-12,12,12,0,0,0
GA,2020-07-12,3,3,0,0,0
IB,2020-07-12,4,4,0,0,0
MC,2020-07-12,11,11,0,0,0
MD,2020-07-12,49,49,0,0,0
ML,2020-07-12,2,2,0,0,0
NC,2020-07-12,23,23,0,0,0
PV,2020-07-12,44,44,0,0,0
RI,2020-07-12,2,2,0,0,0
VC,2020-07-12,17,17,0,0,0
AN,2020-07-13,47,47,0,0,0
AR,2020-07-13,225,225,0,0,0
AS,2020-07-13,0,0,0,0,0
CB,2020-07-13,1,1,0,0,0
CE,2020-07-13,0,0,0,0,0
CL,2020-07-13,21,21,0,0,0
CM,2020-07-13,16,16,0,0,0
CN,2020-07-13,6,6,0,0,0
CT,2020-07-13,659,657,0,1,1
EX,2020-07-13,13,13,0,0,0
GA,2020-07-13,8,8,0,0,0
IB,2020-07-13,7,7,0,0,0
MC,2020-07-13,13,13,0,0,0
MD,2020-07-13,96,96,0,0,0
ML,2020-07-13,0,0,0,0,0
NC,2020-07-13,40,40,0,0,0
PV,2020-07-13,52,52,0,0,0
RI,2020-07-13,4,4,0,0,0
VC,2020-07-13,48,48,0,0,0
AN,2020-07-14,95,95,0,0,0
AR,2020-07-14,291,290,0,0,1
AS,2020-07-14,2,2,0,0,0
CB,2020-07-14,2,2,0,0,0
CE,2020-07-14,1,1,0,0,0
CL,2020-07-14,21,20,0,1,0
CM,2020-07-14,23,23,0,0,0
CN,2020-07-14,3,3,0,0,0
CT,2020-07-14,605,603,0,2,0
EX,2020-07-14,3,3,0,0,0
GA,2020-07-14,13,13,0,0,0
IB,2020-07-14,11,11,0,0,0
MC,2020-07-14,17,17,0,0,0
MD,2020-07-14,118,118,0,0,0
ML,2020-07-14,0,0,0,0,0
NC,2020-07-14,51,51,0,0,0
PV,2020-07-14,80,80,0,0,0
RI,2020-07-14,6,6,0,0,0
VC,2020-07-14,55,55,0,0,0
AN,2020-07-15,64,64,0,0,0
AR,2020-07-15,360,357,0,1,2
AS,2020-07-15,2,2,0,0,0
CB,2020-07-15,4,4,0,0,0
CE,2020-07-15,0,0,0,0,0
CL,2020-07-15,14,14,0,0,0
CM,2020-07-15,27,27,0,0,0
CN,2020-07-15,9,9,0,0,0
CT,2020-07-15,803,801,0,0,2
EX,2020-07-15,13,13,0,0,0
GA,2020-07-15,17,17,0,0,0
IB,2020-07-15,13,13,0,0,0
MC,2020-07-15,29,29,0,0,0
MD,2020-07-15,118,118,0,0,0
ML,2020-07-15,0,0,0,0,0
NC,2020-07-15,43,43,0,0,0
PV,2020-07-15,93,93,0,0,0
RI,2020-07-15,2,2,0,0,0
VC,2020-07-15,77,77,0,0,0
AN,2020-07-16,74,74,0,0,0
AR,2020-07-16,295,294,0,0,1
AS,2020-07-16,1,1,0,0,0
CB,2020-07-16,5,5,0,0,0
CE,2020-07-16,0,0,0,0,0
CL,2020-07-16,21,21,0,0,0
CM,2020-07-16,24,24,0,0,0
CN,2020-07-16,4,4,0,0,0
CT,2020-07-16,745,743,0,2,0
EX,2020-07-16,22,22,0,0,0
GA,2020-07-16,11,11,0,0,0
IB,2020-07-16,7,7,0,0,0
MC,2020-07-16,23,23,0,0,0
MD,2020-07-16,94,94,0,0,0
ML,2020-07-16,0,0,0,0,0
NC,2020-07-16,47,47,0,0,0
PV,2020-07-16,127,127,0,0,0
RI,2020-07-16,9,8,0,0,1
VC,2020-07-16,64,64,0,0,0
AN,2020-07-17,94,94,0,0,0
AR,2020-07-17,400,395,0,0,5
AS,2020-07-17,1,1,0,0,0
CB,2020-07-17,3,3,0,0,0
CE,2020-07-17,0,0,0,0,0
CL,2020-07-17,16,15,0,1,0
CM,2020-07-17,25,25,0,0,0
CN,2020-07-17,7,7,0,0,0
CT,2020-07-17,941,940,0,0,1
EX,2020-07-17,5,5,0,0,0
GA,2020-07-17,9,9,0,0,0
IB,2020-07-17,6,6,0,0,0
MC,2020-07-17,29,29,0,0,0
MD,2020-07-17,151,151,0,0,0
ML,2020-07-17,0,0,0,0,0
NC,2020-07-17,73,73,0,0,0
PV,2020-07-17,102,102,0,0,0
RI,2020-07-17,11,5,0,1,5
VC,2020-07-17,93,93,0,0,0
AN,2020-07-18,87,87,0,0,0
AR,2020-07-18,344,340,0,0,4
AS,2020-07-18,1,1,0,0,0
CB,2020-07-18,12,12,0,0,0
CE,2020-07-18,0,0,0,0,0
CL,2020-07-18,27,25,0,2,0
CM,2020-07-18,12,12,0,0,0
CN,2020-07-18,12,12,0,0,0
CT,2020-07-18,708,707,0,0,1
EX,2020-07-18,5,5,0,0,0
GA,2020-07-18,10,10,0,0,0
IB,2020-07-18,7,7,0,0,0
MC,2020-07-18,20,20,0,0,0
MD,2020-07-18,113,113,0,0,0
ML,2020-07-18,0,0,0,0,0
NC,2020-07-18,78,78,0,0,0
PV,2020-07-18,185,185,0,0,0
RI,2020-07-18,7,5,0,0,2
VC,2020-07-18,91,91,0,0,0
AN,2020-07-19,114,114,0,0,0
AR,2020-07-19,335,334,0,0,1
AS,2020-07-19,2,2,0,0,0
CB,2020-07-19,5,5,0,0,0
CE,2020-07-19,0,0,0,0,0
CL,2020-07-19,24,23,0,1,0
CM,2020-07-19,11,11,0,0,0
CN,2020-07-19,53,53,0,0,0
CT,2020-07-19,581,580,0,0,1
EX,2020-07-19,6,6,0,0,0
GA,2020-07-19,13,13,0,0,0
IB,2020-07-19,5,5,0,0,0
MC,2020-07-19,25,25,0,0,0
MD,2020-07-19,104,104,0,0,0
ML,2020-07-19,0,0,0,0,0
NC,2020-07-19,51,51,0,0,0
PV,2020-07-19,97,97,0,0,0
RI,2020-07-19,0,0,0,0,0
VC,2020-07-19,79,79,0,0,0
AN,2020-07-20,118,118,0,0,0
AR,2020-07-20,428,422,0,0,6
AS,2020-07-20,1,1,0,0,0
CB,2020-07-20,9,9,0,0,0
CE,2020-07-20,0,0,0,0,0
CL,2020-07-20,35,34,0,1,0
CM,2020-07-20,23,23,0,0,0
CN,2020-07-20,2,2,0,0,0
CT,2020-07-20,1033,1031,0,2,0
EX,2020-07-20,9,9,0,0,0
GA,2020-07-20,11,11,0,0,0
IB,2020-07-20,15,15,0,0,0
MC,2020-07-20,35,35,0,0,0
MD,2020-07-20,177,177,0,0,0
ML,2020-07-20,0,0,0,0,0
NC,2020-07-20,101,101,0,0,0
PV,2020-07-20,111,111,0,0,0
RI,2020-07-20,5,5,0,0,0
VC,2020-07-20,113,113,0,0,0
AN,2020-07-21,74,74,0,0,0
AR,2020-07-21,458,455,0,0,3
AS,2020-07-21,2,2,0,0,0
CB,2020-07-21,5,5,0,0,0
CE,2020-07-21,0,0,0,0,0
CL,2020-07-21,20,20,0,0,0
CM,2020-07-21,24,24,0,0,0
CN,2020-07-21,11,11,0,0,0
CT,2020-07-21,957,947,0,9,1
EX,2020-07-21,17,17,0,0,0
GA,2020-07-21,15,15,0,0,0
IB,2020-07-21,14,14,0,0,0
MC,2020-07-21,47,47,0,0,0
MD,2020-07-21,249,249,0,0,0
ML,2020-07-21,0,0,0,0,0
NC,2020-07-21,119,119,0,0,0
PV,2020-07-21,126,126,0,0,0
RI,2020-07-21,17,17,0,0,0
VC,2020-07-21,126,126,0,0,0
AN,2020-07-22,78,78,0,0,0
AR,2020-07-22,469,462,0,0,7
AS,2020-07-22,2,2,0,0,0
CB,2020-07-22,6,6,0,0,0
CE,2020-07-22,1,1,0,0,0
CL,2020-07-22,24,24,0,0,0
CM,2020-07-22,38,38,0,0,0
CN,2020-07-22,7,7,0,0,0
CT,2020-07-22,1008,1005,0,2,1
EX,2020-07-22,6,6,0,0,0
GA,2020-07-22,21,21,0,0,0
IB,2020-07-22,13,13,0,0,0
MC,2020-07-22,57,57,0,0,0
MD,2020-07-22,236,236,0,0,0
ML,2020-07-22,0,0,0,0,0
NC,2020-07-22,65,65,0,0,0
PV,2020-07-22,158,158,0,0,0
RI,2020-07-22,9,9,0,0,0
VC,2020-07-22,132,132,0,0,0
AN,2020-07-23,112,112,0,0,0
AR,2020-07-23,389,383,0,0,6
AS,2020-07-23,3,3,0,0,0
CB,2020-07-23,8,8,0,0,0
CE,2020-07-23,0,0,0,0,0
CL,2020-07-23,44,44,0,0,0
CM,2020-07-23,20,20,0,0,0
CN,2020-07-23,11,11,0,0,0
CT,2020-07-23,999,996,0,3,0
EX,2020-07-23,4,4,0,0,0
GA,2020-07-23,15,15,0,0,0
IB,2020-07-23,21,21,0,0,0
MC,2020-07-23,45,45,0,0,0
MD,2020-07-23,199,199,0,0,0
ML,2020-07-23,0,0,0,0,0
NC,2020-07-23,66,66,0,0,0
PV,2020-07-23,119,119,0,0,0
RI,2020-07-23,5,5,0,0,0
VC,2020-07-23,119,119,0,0,0
AN,2020-07-24,126,126,0,0,0
AR,2020-07-24,453,440,0,0,13
AS,2020-07-24,4,4,0,0,0
CB,2020-07-24,6,6,0,0,0
CE,2020-07-24,0,0,0,0,0
CL,2020-07-24,37,37,0,0,0
CM,2020-07-24,42,42,0,0,0
CN,2020-07-24,5,5,0,0,0
CT,2020-07-24,1017,1013,0,3,1
EX,2020-07-24,11,11,0,0,0
GA,2020-07-24,29,29,0,0,0
IB,2020-07-24,26,26,0,0,0
MC,2020-07-24,53,53,0,0,0
MD,2020-07-24,326,326,0,0,0
ML,2020-07-24,0,0,0,0,0
NC,2020-07-24,56,56,0,0,0
PV,2020-07-24,110,110,0,0,0
RI,2020-07-24,11,11,0,0,0
VC,2020-07-24,148,148,0,0,0
AN,2020-07-25,108,108,0,0,0
AR,2020-07-25,390,390,0,0,0
AS,2020-07-25,7,7,0,0,0
CB,2020-07-25,9,9,0,0,0
CE,2020-07-25,0,0,0,0,0
CL,2020-07-25,26,26,0,0,0
CM,2020-07-25,24,24,0,0,0
CN,2020-07-25,10,10,0,0,0
CT,2020-07-25,634,633,0,1,0
EX,2020-07-25,4,4,0,0,0
GA,2020-07-25,19,19,0,0,0
IB,2020-07-25,22,22,0,0,0
MC,2020-07-25,63,63,0,0,0
MD,2020-07-25,296,296,0,0,0
ML,2020-07-25,0,0,0,0,0
NC,2020-07-25,82,82,0,0,0
PV,2020-07-25,170,170,0,0,0
RI,2020-07-25,1,1,0,0,0
VC,2020-07-25,159,159,0,0,0
AN,2020-07-26,99,99,0,0,0
AR,2020-07-26,397,394,0,0,3
AS,2020-07-26,7,7,0,0,0
CB,2020-07-26,7,7,0,0,0
CE,2020-07-26,1,1,0,0,0
CL,2020-07-26,27,27,0,0,0
CM,2020-07-26,21,21,0,0,0
CN,2020-07-26,7,7,0,0,0
CT,2020-07-26,554,554,0,0,0
EX,2020-07-26,7,7,0,0,0
GA,2020-07-26,7,7,0,0,0
IB,2020-07-26,47,47,0,0,0
MC,2020-07-26,43,43,0,0,0
MD,2020-07-26,299,299,0,0,0
ML,2020-07-26,4,4,0,0,0
NC,2020-07-26,79,79,0,0,0
PV,2020-07-26,170,170,0,0,0
RI,2020-07-26,1,1,0,0,0
VC,2020-07-26,118,118,0,0,0
AN,2020-07-27,132,132,0,0,0
AR,2020-07-27,584,578,0,0,6
AS,2020-07-27,11,11,0,0,0
CB,2020-07-27,6,6,0,0,0
CE,2020-07-27,0,0,0,0,0
CL,2020-07-27,69,67,0,2,0
CM,2020-07-27,39,39,0,0,0
CN,2020-07-27,8,8,0,0,0
CT,2020-07-27,993,987,0,6,0
EX,2020-07-27,9,9,0,0,0
GA,2020-07-27,16,16,0,0,0
IB,2020-07-27,40,39,0,0,1
MC,2020-07-27,58,58,0,0,0
MD,2020-07-27,543,543,0,0,0
ML,2020-07-27,1,1,0,0,0
NC,2020-07-27,51,51,0,0,0
PV,2020-07-27,218,218,0,0,0
RI,2020-07-27,6,6,0,0,0
VC,2020-07-27,181,181,0,0,0
AN,2020-07-28,139,139,0,0,0
AR,2020-07-28,531,529,0,0,2
AS,2020-07-28,11,11,0,0,0
CB,2020-07-28,7,7,0,0,0
CE,2020-07-28,0,0,0,0,0
CL,2020-07-28,84,84,0,0,0
CM,2020-07-28,43,43,0,0,0
CN,2020-07-28,8,8,0,0,0
CT,2020-07-28,1017,1017,0,0,0
EX,2020-07-28,21,21,0,0,0
GA,2020-07-28,15,15,0,0,0
IB,2020-07-28,51,51,0,0,0
MC,2020-07-28,72,72,0,0,0
MD,2020-07-28,698,698,0,0,0
ML,2020-07-28,1,1,0,0,0
NC,2020-07-28,40,40,0,0,0
PV,2020-07-28,229,229,0,0,0
RI,2020-07-28,9,9,0,0,0
VC,2020-07-28,172,172,0,0,0
AN,2020-07-29,144,144,0,0,0
AR,2020-07-29,556,553,0,0,3
AS,2020-07-29,13,13,0,0,0
CB,2020-07-29,9,9,0,0,0
CE,2020-07-29,0,0,0,0,0
CL,2020-07-29,77,77,0,0,0
CM,2020-07-29,52,52,0,0,0
CN,2020-07-29,5,5,0,0,0
CT,2020-07-29,1057,1053,0,4,0
EX,2020-07-29,17,17,0,0,0
GA,2020-07-29,21,21,0,0,0
IB,2020-07-29,55,55,0,0,0
MC,2020-07-29,87,87,0,0,0
MD,2020-07-29,474,474,0,0,0
ML,2020-07-29,1,1,0,0,0
NC,2020-07-29,61,61,0,0,0
PV,2020-07-29,201,201,0,0,0
RI,2020-07-29,3,3,0,0,0
VC,2020-07-29,251,251,0,0,0
AN,2020-07-30,206,206,0,0,0
AR,2020-07-30,500,495,0,0,5
AS,2020-07-30,11,11,0,0,0
CB,2020-07-30,26,26,0,0,0
CE,2020-07-30,0,0,0,0,0
CL,2020-07-30,71,70,0,1,0
CM,2020-07-30,41,41,0,0,0
CN,2020-07-30,10,10,0,0,0
CT,2020-07-30,1008,1002,0,6,0
EX,2020-07-30,20,20,0,0,0
GA,2020-07-30,35,35,0,0,0
IB,2020-07-30,76,74,0,0,2
MC,2020-07-30,62,62,0,0,0
MD,2020-07-30,435,435,0,0,0
ML,2020-07-30,4,4,0,0,0
NC,2020-07-30,52,52,0,0,0
PV,2020-07-30,143,143,0,0,0
RI,2020-07-30,1,1,0,0,0
VC,2020-07-30,221,221,0,0,0
AN,2020-07-31,252,252,0,0,0
AR,2020-07-31,506,504,0,0,2
AS,2020-07-31,12,12,0,0,0
CB,2020-07-31,16,16,0,0,0
CE,2020-07-31,0,0,0,0,0
CL,2020-07-31,147,146,0,1,0
CM,2020-07-31,67,67,0,0,0
CN,2020-07-31,15,15,0,0,0
CT,2020-07-31,1145,1140,0,5,0
EX,2020-07-31,38,38,0,0,0
GA,2020-07-31,38,38,0,0,0
IB,2020-07-31,78,78,0,0,0
